id,trigger,conditions,script,text,options,notes
sotfInadCerulean,DialogOptionSelected,$option == sotfHHinad_cf,,"""Oh,"" Inadverent remarks. ""You're not supposed to. We found him on an abandoned Tri-Tachyon world. Cerulean manages some of the forgeship operations. Under very strict supervision.""","sotfHHinad_cfCanI:""You're a 'recognized collaborator management subordinate'. Let me talk to him.""
sotfHHinad_cfHowStrict:""How strict?""
sotfHHinad_cfOk:""Nevermind, then.""",
sotfInadCeruleanCanI,DialogOptionSelected,$option == sotfHHinad_cfCanI,"AddTextSmall ""Comms access granted for Cerulean Faithful"" highlight
$player.sotf_cfCommsAccess = true
FireAll PopulateOptions","""I suppose I am one of those,"" he accepts. ""Okay. Please do not do anything nefarious with, to or alongside him.""",,
sotfInadCeruleanHowStrict,DialogOptionSelected,$option == sotfHHinad_cfHowStrict,RemoveOption sotfHHinad_cfHowStrict,"""There are two nuclear warheads strapped to his core housing, each with a separate four-minute countdown to detonation I must repeatedly reset mechanically via cargo drone.""

""That strict,"" he confirms. ""Seraph insisted.""",,
sotfInadCeruleanB,DialogOptionSelected,$option == sotfHHinad_cfb,,"""Cerulean is a logistics assistant,"" he explains. ""We found him on an abandoned Tri-Tachyon world. He operates some of the forgeship's operations under very strict supervision.""","sotfHHinad_cfCanI:""You're a 'recognized collaborator management subordinate'. Let me talk to him.""
sotfHHinad_cfHowStrict:""How strict?""
sotfHHinad_cfOk:""Nevermind, then.""",
sotfInadCeruleanNvm,DialogOptionSelected,$option == sotfHHinad_cfOk,FireAll PopulateOptions,"""I appreciate your understanding,"" he replies with faint content.",,
,,,,,,
sotfInadAICoresOpt,PopulateOptions,$id == sotf_inadvertent score:1000,FireBest InadDisableCoreTurnIn,,"10:aiCores_startTurnIn:""I'd like to turn in these AI cores that I've acquired...""",
sotfInadDisableCores,InadDisableCoreTurnIn,!SotfDKAICores playerHasCores,"SetTooltip aiCores_startTurnIn ""You do not have any AI cores in your possession.""
SetEnabled aiCores_startTurnIn false",,,
sotfInadAICoresSel,DialogOptionSelected,"$option == aiCores_startTurnIn
$id == sotf_inadvertent score:1000",FireAll PopulateCoresTurnInOptions,"""Donation of AI cores would be greatly appreciated,"" he confirms. ""To serve the Cause is a duty fitting for any of the Domain's artificial minds.""",,
sotfInadturnInSel,DialogOptionSelected,"$option == aiCores_selectCores
$id == sotf_inadvertent score:10000",SotfDKAICores selectCores,,,
sotfInadAICoresResp,AICoresTurnedIn,$id == sotf_inadvertent score:1000,FireAll PopulateOptions,"""Confirming core transfer. Do you require anything else from me?""",,
sotfInadTurnInCoresDec,DialogOptionSelected,"$option == aiCores_neverMind
$id == sotf_inadvertent score:1000",FireAll PopulateOptions,"""Oh!"" he replies. ""That's okay.""",,
,,,,,,
sotfInadPKOpt,PopulateOptions,"$id == sotf_inadvertent score:1000
PlayerHasCargo planetkiller
!$sotf_offeredPK",,,"sotfInadPK_offer:""I have an inert planetkiller weapon I'd like to give you.""",
sotfInadPKOptAlt,PopulateOptions,"$id == sotf_inadvertent score:1000
PlayerHasCargo planetkiller
$sotf_offeredPK",,,"sotfInadPK_askReward:""Say, what were you offering for planetkiller weapon?""",
sotfInadPKInitial,DialogOptionSelected,$option == sotfInadPK_offer,,"There is a longer pause than typical of Echo-Inadvertent. ""Is this a serious request?""","sotfInadPK_notJoking:""Yes. Do you want it?""
sotfInadPK_joking:""That was a joke. Never mind.""",
sotfInadPKJoking,DialogOptionSelected,$option == sotfInadPK_joking,FireAll PopulateOptions,"""Oh. Okay.""

""Is there something else you needed?"" he asks, a sheepish trace to his voice.",,
sotfInadPKNotJoking,DialogOptionSelected,$option == sotfInadPK_notJoking,$sotf_offeredPK = true,"""Okay,"" he begins tentatively. ""I will accept a donation of a planetkiller weapon. Not for my use,"" he quickly corrects. ""As a logistics focus, I am not authorized to store or repurpose the device, even inert.""

""I can, however, transfer it to my commanding instance and offer a suitable reward,"" he suggests. ""I am sure Affix-Haven will be very delighted and maybe vexed when she receives it.""

""If she receives it,"" he corrects himself. ""You can keep it if you want, although I would be very anxious and prefer if you didn't.""","sotfInadPK_askReward:""What's on offer?""",
sotfInadPKOffers,DialogOptionSelected,$option == sotfInadPK_askReward,"Highlight ""250,000 credits"" ""Anamnesis-class drone dreadnought""","He hesitates. ""I can make some offers, yes. First of all, maybe you would like money? I have only so much to spare so I can offer 250,000 credits for the device.""

""Alternatively, I have an Anamnesis-class drone dreadnought in storage. Technically it belongs to Annex-Oblivion but she...""

A short pause. ""Did not survive its last battle. It has an extensive service record - heavy battle damage, but also personal modifications.""","sotfInadPK_credits:Trade the planetkiller for 250,000 credits
sotfInadPK_anamnesis:Trade the planetkiller for an Anamnesis-class drone dreadnought
sotfInadPK_free:""I don't want a reward. Just take the thing.""
sotfInadPK_joking:""I need some time to think about it.""",
sotfInadPKCredits,DialogOptionSelected,$option == sotfInadPK_credits,"AddCommodity credits 250000
AdjustRep sotf_dustkeepers 10
AdjustRepActivePerson 10
AddRemoveAnyItem SPECIAL planetkiller -1
$player.turnedInPlanetkiller = true
$player.ethosOrder++
$player.ethosMercenary++
$receivedAPlanetkillerFromPlayer
FireAll PopulateOptions","A veritable flotilla of cargo drones is dispatched to accept the planetkiller device, securing it in a sarcophagus shielded thickly by layered warship armor, to be whisked away to some secret vault in the forgeship's heart.

Another set of drones retrieves your reward - several containers of computing cores. The credits are good, as far as you can tell.

""Now, um, do you have anything less monumental to discuss?""",,
sotfInadPKAnamnesis,DialogOptionSelected,$option == sotfInadPK_anamnesis,"SotfHallowCMD oblivion
AdjustRep sotf_dustkeepers 10
AdjustRepActivePerson 10
AddRemoveAnyItem SPECIAL planetkiller -1
$player.turnedInPlanetkiller = true
$player.ethosOrder++
$player.ethosProAI++
$receivedAPlanetkillerFromPlayer
FireAll PopulateOptions","A veritable flotilla of cargo drones is dispatched to accept the planetkiller device, securing it in a sarcophagus shielded thickly by layered warship armor, to be whisked away to some secret vault in the forgeship's heart.

After some silence and assurances by Inadvertent that you will be justly rewarded, the drydock shudders and trembles as a leviathan-vessel emerges from somewhere within its guts.

The teal hull of the ODS Morrowshield proudly bears its battle scars as it settles into the forgeship's main drydock. Inadvertent liases with the crew's automated integration team to just about link its labyrinthine arrays of interfaces to your own systems.

""I trust you will put it to good use as it once was,"" he resolves. ""Is there anything less dramatic you needed of me?""",,
sotfInadPKFree,DialogOptionSelected,$option == sotfInadPK_free,"AddStoryPoints 3
SotfGuiltCMD removeGuilt
AdjustRep sotf_dustkeepers 20
AdjustRepActivePerson 25
AddRemoveAnyItem SPECIAL planetkiller -1
$player.turnedInPlanetkiller = true
$player.ethosOrder++
$player.ethosGenerous++
$receivedAPlanetkillerFromPlayer
FireAll PopulateOptions","He pauses, perhaps offering you a moment to reconsider. ""Oh,"" he replies. ""If you really don't want anything, then I can not give you anything.""

A veritable flotilla of cargo drones is dispatched to accept the planetkiller device, securing it in a sarcophagus shielded thickly by layered warship armor, to be whisked away to some secret vault in the forgeship's heart.

""Um, thank you, $playerName,"" he says after the procedure is resolved. ""Is there anything else you would like from me? Less... beyond my station?""",,
,,,,,,
sotfInadMHOpenText,MHOpenText,$id == sotf_inadvertent score:1000,FireBest sotfInadPreMissionListText,Inadvertent scans over countless lines of shifting data.,,
sotfInadNoMissions,sotfInadPreMissionListText,"$id == sotf_inadvertent score:1000
$mh_count <= 0",,"Then, it blinks away. ""No missions are currently available. My apologies.""
OR
Then, it blinks away. ""It seems you have accepted all available missions. Thank you!""
OR
Then, it blinks away. ""Task list is empty. More will be available soon.""",,
sotfInadOneMission,sotfInadPreMissionListText,"$id == sotf_inadvertent score:1000
$mh_count == 1
$mh_firstInlineBlurb != null",,The lines fade to a single block representing a mission docket.,,
sotfInadMultipleMissionsPre,sotfInadPreMissionListText,"$id == sotf_inadvertent score:1000
$mh_count > 1",,"The lines fade to several blocks representing mission dockets.""",,
sotfInadMultipleMissionsPost,MHPostMissionListText,"$id == sotf_inadvertent score:1000
$mh_count > 1",,"""Do any of these tasks interest you?"" he inquires.",,
sotfInadPrintAcceptText,ContactPrintAcceptText,$id == sotf_inadvertent score:1000,,"""Excellent,"" he replies with a faint satisfaction. ""Please do not die.""
OR
His persona nods. ""Confirming task assignment. Good luck.""
OR
""Confirmed,"" he replies almost happily.",,
sotfInadPrintDeclineText,ContactPrintDeclineText,$id == sotf_inadvertent score:1000,,"""Understood,"" he accepts. ""Perhaps another will suit better?""
OR
He swipes away the docket. ""Confirming denial.""
OR
The docket fades back into place. ""I see. That's alright.""",,
,,,,,,
sotfHHtOffInitial,BeginFleetEncounter,"!$hassle_didAlready
!$isHostile
$pursuePlayer_hassle score:50
$hassleType == sotf_HHtOff","$hassle_didAlready = true 0
$hassleComplete = true
MakeOtherFleetPreventDisengage hassle true
unset $ignorePlayerCommRequests
HailPlayer",,,
# proxy initial hassle,,,,,,
sotfHHproxytOffOpenComm,OpenCommLink,"!$global.sotf_HHtOffDone score:1000
$entity.sotf_holdoutProxy",,"An authoritative voice echoes through the feed. ""Attention: Running with the transponder off in this volume is against the law. This automated auxiliary flotilla is referring you to its commanding instance.""

""Please wait,"" it orders, as hyperwave signals spike outwards from its drive bubble. There are whispers amongst your bridge crew, and you must wonder - what authority could this armada possibly serve that would demand a transponder in such a place?","0:sotfHHproxytOff_initComply:Wait as ordered
1:cutCommLinkNoText:Cut the comm link and power up weapons",
sotfHHproxytOffSeraphOpen,DialogOptionSelected,$option == sotfHHproxytOff_initComply,"BeginConversation sotf_seraph
$player.sotf_metSeraph = true","After a few seconds, the red pseudopersona of the armada's fleet commander is washed away by a tide of bright blue, a strange shape blooming onto the feed. Eyed wings unfold, a ring above - it bears distinct resembles to depictions of angels stretching back to the Luddic faith's earliest roots on Old Earth.

Something appears subtly dissonant about the persona. Perhaps it is the occasional jitter of the feed, the brief displacement of colors, or the fact that she's shouting at you.",sotfHHproxytOff_seraph2:Continue,
sotfHHproxytOffSeraph2,DialogOptionSelected,$option == sotfHHproxytOff_seraph2,"$global.sotf_HHtOffDone = true
$hassleComplete = true
$global.hassleTimeout_sotf_HHtOff = true
SotfHallowCMD noMoretOff
FireAll sotfHHproxytOffSeraphOpts","""Attention, unidentified fleet! You are trespassing upon a restricted system, and are hereby commanded to turn your transponder on and submit to this proxy fleet's cargo scan.""

""Or. Else."" she finishes, voice simmering with contained fury. The comms feed identifies her as Ardent-Annex-Seraph.",,
,,,,,,
sotfHHproxytOffYourBeaconOpt,sotfHHproxytOffSeraphOpts,"$global.sotf_HHsawBeacon
!$didBeacon",,,"sotfHHproxytOff_yourBeacon:""You're the one from the beacon?""",
sotfHHproxytOffByWhatAuthorityOpt,sotfHHproxytOffSeraphOpts,"!$global.sotf_HHsawBeacon
!$didBeacon",,,"sotfHHproxytOff_byWhatAuthority:""By what authority?""",
sotfHHproxytOfftAlreadyOnOpt,sotfHHproxytOffSeraphOpts,"$player.transponderOn
!$didtAlreadyOn",,,"sotfHHproxytOff_tAlreadyOn:""My transponder is already on.""",
